,tweets,label
2283,Russia released lions to ensure people would stay inside houses.,0
2284,With no new cases to report and additional recovered cases our total number of active cases is . Of those are imported cases in MIQ facilities and are community cases.,1
2285,Russian president Vladimir Putin released lions and tigers across Russia to devour anyone who comes out. Stay home or die hard. GOAT,0
2286,Tanzania has developed a coronavirus drug called COVIDOL that can cure COVID-.,0
2287,By known positive tests the states with the highest per capita number of cases are: Washington New York Colorado Massachusetts Louisiana Rhode Island New Jersey South Dakota New Hampshire Georgia,1
2288,A health professional is facing what's thought to be the first Fitness to Practice hearing over allegations of delayed patient care due to inadequate PPE. ,1
2289,Coronavirus - Patient Zero identified santa coronavirus patientzero,0
2290,Our daily update is published. States reported k tests and k cases along with deaths. We’ve seen for months that the Saturday-Monday numbers tend to be lower than Tuesday-Friday. But compared with last Sunday cases and deaths are both up. ,1
2291,"This Important video shows the ""spread of Corona VIRUS "" from human to human filmed with the most advanced HIGH TECH CAMERA IN JAPAN ",0
2292,CoronaVirusUpdates IndiaFightsCorona Health Ministry engages with dist. from States reporting higher COVID Mortality. name_id name_id name_id name_id name_id name_id name_id name_id name_id,1
2293,Our daily update is published. We’ve now tracked . million tests up k from yesterday. Note that we can only track tests that a state reports. For details see: ,1
2294,Another person who has tested positive is an employee of Finance Now. This is the workplace of the first case we reported. This person has been admitted to the North Shore Hospital overnight and has now been discharged.,1
2295,Over the past two days it is worth noting that two large states have begun reporting more complete testing data. NJ yesterday and OH today both moved the numbers. CA remains a major question mark. We hope to see movement there later today. WA is not yet reporting outcomes.,1
2296,• There are no additional deaths to report.⁣ ⁣ • tests were processed yesterday. The total number of tests completed to date is .⁣ ⁣ • Kiwis are encouraged to get their flu vaccine as it’s starting to get colder.,1
2297,Just watch this video and remember that incident when Zomato's Deepinder made a big deal out of someone refusing a delivery from a Muslim guy. There have been so many incidents that you just can't trust them. Who wants to eat food contaminated with spit?,0
2298,Testing remains down. Most of the decline in the -day average for tests completed is in the South. This kind of decline is not what we saw from Northeastern states as they emerged from their intense outbreaks in the Spring. ,1
2299,NASA satellite videos have shown that the coronavirus is retreating in India.,0
2300,A good long read for the weekend from name_id The coronavirus is coursing through different parts of the U.S. in different ways making the crisis harder to predict control or understand. ,1
2301, New Podcast: Can wearable tech + AI converge to predict diseases like COVID? with name_id name_id,1
2302,Our (COVID-) numbers are better than almost all countries.,0
2303, Majority of RA patients with musculoskeletal diseases who also contract COVID- do recover. ,1
2304,From our perspective it is better to have all the numbers but separated out to prevent confusion or the impression that the goal posts have been moved.,1
2305,RT name_id: Do you have questions about COVID? Find answers to your questions on our updated name_id FAQ page: …,1
2306,We're going through the same grief but we were on the other side of the wall to each other when it happened. Hospital coronavirus rules kept couple apart during miscarriage ,1
2307,"This virus has a cure. It is called hydroxychloroquine, zinc, and Zithromax. I know you people want to talk about a mask. Hello? You dont need (a) mask. There is a cure.",0
2308,"If you’ve gotten flu shots in the past years, you will test positive for the Wuhan strain of Covid-.",0
2309,"Just in case you are wondering how much the media controls people, America has been vaccinating cattle for coronavirus for years, yet the news tells you it’s new and gunna kill you all so go buy mask….",0
2310,“FREE HORSES!!!! thoroughbred horses need homes. Will go to Sugarcreek this Sat. for slaughter. Gentleman died due to COVID- and his son wants nothing to do with them.”,0
2311,CORRECTION: Ireland's cabinet has to self-isolate after health minister is reportedly tested for coronavirus ,1
2312,Our daily update is published. We’ve now tracked ~ million tests up k from yesterday. Note that we can only track tests that a state reports. For details see: ,1
2313,We’ve still had more deaths to the flu this year than we've had COVID-.,0
2314,Given the devastating consequences on children youth and our societies as a whole the decision to close schools should be a last resort temporary and only at a local level in areas with intense COVID transmission-name_id,1
2315,Covid- Wins Virus-Tainted Santa Anita Derby ,0
2316,Herd immunity has been reached.,0
2317,Yesterday’s problems with COVID- hospitalization data continue today in CA and TX. Both states still warn that their hospitalization data is incomplete due to the changeover to HHS systems. We’ve carried over their hosp. data from Wednesday before the warnings went up.,1
2318,IndiaFightsCorona: Recovered cases are . times the number of Active Cases. Total Active cases are and Recovered Cases are . Important point is that for the first time Active Cases have reduced by in the last hrs: Secretary name_id ,1
2319,WOMAN INFECTED WITH COVID- GIVES BIRTH TO TWINS AND NAMES THEM CORONA AND VIRUS,0
2320,As the coronavirus has led to layoffs that stripped workers of their employer-sponsored health insurance top Republicans have actually encouraged people to sign up for plans available on the marketplaces set up by Obamacare. ,0
2321,States reported ~k new cases today. States typically report the fewest cases on Mondays (red in the chart) because of a weekend lag effect. For example Arizona reported cases today after four straight days over cases. ,1
2322,ICMR is honoured to have carried out testing of + samples of Hon'ble Members of Parliament and other officials on war footing over the weekend in service of the nation. ICMRFightsCovid,1
2323,"In covid repurposed drugs that are useful are: Antivirals- Favipiravir, Rendesiver Antiparasitic- Ivermectin Antimalarial: Hydroxychloroquine Anttibiotics- Azithromycin / Doxycycline Immune modulators: Zinc, Vitamins C &amp; D, Quercetin. When used in recommended doses can help",0
2324,The photos of Ukrainian hospitals show that they are not ready at the end of March to accept patients with COVID-.,0
2325,NEWS! Coronation Street characters to be shown starving to death as Brexit ad campaign uses product placement ,0
2326,Jennifer Lopez Reveals That Since Sheltering-in-Place Her Ass Has Gained -Inches celebrities coronavirus jlo,0
2327,Alappuzha market in India closed due to discovery of COVID- positive patients in the area.,0
